,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Price_sqft
158,22500000.0,Kanjur,1250.0,19.133092,72.93475,3.0,3.0,18000.0
159,26500000.0,Santacruz,1050.0,19.0733903,72.8654319,2.0,2.0,25238.09523809524
160,18000000.0,Powai,998.0,19.122307,72.8959927,2.0,2.0,18036.072144288577
161,31000000.0,Vikhroli,1156.0,19.0937492,72.922604,2.0,2.0,26816.60899653979
162,20500000.0,Marol,1350.0,19.10919095,72.8846914,2.0,2.0,15185.185185185184
163,50000000.0,Parel,1400.0,19.0038320445835,72.8505157603601,3.0,3.0,35714.28571428572
164,33000000.0,Andheri,1000.0,19.13832,72.81002,2.0,2.0,33000.0
165,13700000.000000002,Goregaon,960.0,19.167625,72.842016,2.0,2.0,14270.833333333336
166,17500000.0,Kandivali,900.0,19.211561,72.870608,2.0,2.0,19444.444444444445
167,47000000.0,Dadar,1900.0,19.0051754,72.8498377,3.0,3.0,24736.84210526316
168,16000000.0,Kandivali,1100.0,19.1981206009705,72.8781756998955,3.0,3.0,14545.454545454546
169,21000000.0,Malad,1307.0,19.183819,72.861116,2.0,2.0,16067.329762815609
170,26500000.0,Chembur,1100.0,19.043911,72.898778,2.0,2.0,24090.90909090909
172,28500000.0,Malad,1680.0,19.183819,72.861116,3.0,3.0,16964.285714285714
173,25000000.0,Santacruz,1300.0,19.191119,72.83116,3.0,3.0,19230.76923076923
174,22000000.0,Powai,1050.0,19.11559447,72.909967,2.0,2.0,20952.380952380958
175,55000000.0,Ghatkopar,2275.0,19.07907,72.907976,5.0,4.0,24175.82417582417
176,26500000.0,Chandivali,1360.0,19.1066926049648,72.898956721924,3.0,2.0,19485.29411764706
177,22500000.0,Andheri,850.0,19.1297768,72.8330161,2.0,2.0,26470.58823529412
178,29000000.0,Andheri,1430.0,19.12238883972168,72.86602783203125,3.0,3.0,20279.72027972028
179,13799999.999999998,Kandivali,850.0,19.207601,72.879171,2.0,2.0,16235.294117647056
180,100000000.0,Powai,5250.0,19.1159480538682,72.9011718309236,4.0,5.0,19047.61904761905
181,80000000.0,Santacruz,1600.0,19.0815087,72.8376755,3.0,4.0,50000.0
182,52500000.0,Vile,1500.0,19.100385665893555,72.8504638671875,3.0,3.0,35000.0
183,25500000.0,Chandivali,1313.0,19.107616424560547,72.89891815185547,3.0,2.0,19421.17288651942
184,61800000.0,Chembur,2500.0,19.043911,72.898778,3.0,3.0,24720.0
185,38000000.0,Worli,1157.0,19.006180342037,72.8286779623475,2.0,2.0,32843.56093344857
186,48500000.0,Bandra,1100.0,19.06680489,72.85129455,3.0,3.0,44090.90909090909
187,29000000.0,Chembur,1550.0,19.046411,72.915765,3.0,3.0,18709.67741935484
189,107500000.0,Powai,3000.0,19.11740493774414,72.91024780273438,4.0,6.0,35833.333333333336
190,21000000.0,Goregaon,1100.0,19.155994,72.847275,3.0,3.0,19090.90909090909
191,18500000.0,Wadala,955.0,19.02935005594641,72.88030444699154,2.0,2.0,19371.7277486911
192,47000000.0,South,1100.0,18.914451599121094,72.82052612304688,2.0,2.0,42727.27272727273
193,105000000.0,Khar,2200.0,19.070726,72.836127,4.0,4.0,47727.27272727273
194,56000000.0,Chandivali,2700.0,19.107617,72.898917,6.0,4.0,20740.74074074074
195,17500000.0,Borivali,915.0,19.217309263073,72.8705672146112,2.0,2.0,19125.683060109288
196,38000000.0,Marol,2000.0,19.1228392525584,72.8845296323174,4.0,4.0,19000.0
197,14300000.0,Mulund,875.0,19.166696,72.937422,2.0,2.0,16342.857142857143
198,16900000.0,Kandivali,880.0,19.20393269,72.82766012,2.0,3.0,19204.545454545456
199,17500000.0,Mulund,1200.0,19.158664,72.9472524,2.0,2.0,14583.333333333334
200,24200000.0,Wadala,1435.0,19.03731,72.87871,2.0,2.0,16864.11149825784
201,35000000.0,Goregaon,1650.0,19.169705,72.853001,3.0,3.0,21212.12121212121
202,18500000.0,Santacruz,1046.0,19.0799983,72.8545019,2.0,2.0,17686.42447418738
203,15900000.0,Bhandup,1104.0,19.149900436401367,72.93113708496094,2.0,2.0,14402.173913043478
204,38500000.0,Khar,1150.0,19.07072639465332,72.83612823486328,2.0,2.0,33478.260869565216
205,27500000.0,Sion,1150.0,19.05634,72.91732,2.0,2.0,23913.043478260868
206,175000000.0,Bandra,1800.0,19.0575768,72.8269828,4.0,5.0,97222.22222222222
207,13500000.0,South,850.0,18.94813,72.82735,3.0,2.0,15882.35294117647
208,49900000.0,Chembur,1850.0,19.057928,72.900514,4.0,4.0,26972.972972972973
209,12500000.0,Mira,850.0,19.2783121,72.8580188,2.0,2.0,14705.882352941177
210,22000000.0,Goregaon,1250.0,19.1590077,72.8692711,2.0,2.0,17600.0
211,22000000.0,Goregaon,1250.0,19.1590077,72.8692711,2.0,2.0,17600.0
213,21500000.0,Marol,1200.0,19.10919095,72.8846914,2.0,2.0,17916.666666666668
214,28000000.0,Dadar,1150.0,19.01751708984375,72.84711456298828,2.0,3.0,24347.82608695652
215,29000000.0,Kanjurmarg,1565.0,19.128953,72.9298045,3.0,2.0,18530.35143769968
216,22000000.0,Andheri,1150.0,19.1345125,72.86339834,2.0,2.0,19130.434782608696
217,32500000.0,Malad,1755.0,19.191842,72.83458123,3.0,4.0,18518.51851851852
218,22500000.0,Andheri,1304.0,19.114625,72.884696,2.0,2.0,17254.601226993866
219,48000000.0,Powai,2175.0,19.122307,72.8959927,3.0,4.0,22068.96551724138
220,40000000.0,Malabar,1000.0,18.944761,72.793639,2.0,3.0,40000.0
222,14500000.0,Sion,811.0,19.04267,72.87111,2.0,2.0,17879.161528976572
223,180000000.0,Juhu,3500.0,19.098821,72.8320717,4.0,5.0,51428.57142857143
224,12000000.0,Bhandup,810.0,19.159226,72.932291,2.0,2.0,14814.814814814816
225,19000000.0,Chembur,700.0,19.032798767089844,72.89635467529297,2.0,2.0,27142.85714285714
226,25300000.0,Malad,1450.0,19.181124,72.839798,3.0,3.0,17448.275862068964
227,18000000.0,Bhandup,1296.0,19.149900436401367,72.93113708496094,3.0,3.0,13888.888888888889
228,90000000.0,Andheri,2300.0,19.15174,72.832822,4.0,4.0,39130.434782608696
229,19000000.0,Malad,1150.0,19.181124,72.839798,2.0,2.0,16521.739130434784
230,17000000.0,Thakur,980.0,19.2081479,72.8784717,3.0,2.0,17346.938775510203
231,14400000.0,Powai,890.0,19.115683,72.904006,2.0,2.0,16179.775280898875
234,22000000.0,Ghatkopar,1136.0,19.07907,72.907976,2.0,2.0,19366.197183098597
235,18500000.0,Powai,998.0,19.122307,72.8959927,2.0,2.0,18537.074148296597
236,43099999.99999999,Mira,4200.0,19.28217,72.87654,5.0,5.0,10261.90476190476
237,53000000.0,Goregaon,2664.0,19.1739993304821,72.8377218186546,3.0,4.0,19894.894894894896
238,9250000.0,Mira,1026.0,19.2996583333333,72.8704216666667,2.0,2.0,9015.594541910332
239,15000000.0,Andheri,740.0,19.11940574645996,72.86394500732422,2.0,2.0,20270.27027027027
240,27500000.0,Kandivali,1220.0,19.2050017,72.8692711,2.0,2.0,22540.983606557376
242,20200000.0,Kandivali,1050.0,19.13662,72.93667,3.0,2.0,19238.09523809524
243,70000000.0,Parel,1800.0,18.9984209,72.8426858,4.0,4.0,38888.88888888889
244,26500000.0,Chembur,840.0,19.04391098022461,72.8987808227539,2.0,2.0,31547.61904761905
245,65000000.0,Worli,1539.0,19.1186637878418,72.85027313232422,3.0,3.0,42235.21767381416
246,5600000.0,Mira,1250.0,19.4540588,72.7688226,2.0,2.0,4480.0
247,18000000.0,Powai,998.0,19.122307,72.8959927,2.0,2.0,18036.072144288577
249,12800000.0,Kandivali,890.0,19.208398,72.879044,2.0,2.0,14382.022471910112
250,20000000.0,Chembur,862.0,19.0495063,72.888042,2.0,2.0,23201.85614849188
251,24000000.0,Ghatkopar,1143.0,19.097765,72.916827,2.0,2.0,20997.37532808399
252,69500000.0,Dadar,2200.0,19.0142131,72.8304421,3.0,4.0,31590.90909090909
254,19000000.0,Dahisar,1350.0,19.2539332,72.8672448,3.0,3.0,14074.074074074077
255,130000000.0,Dadar,2800.0,19.014287,72.831818,4.0,4.0,46428.57142857143
256,22500000.0,Chandivali,1091.0,19.119198,72.894366,2.0,2.0,20623.281393217232
257,22500000.0,Kandivali,1250.0,19.212571,72.8735217,3.0,3.0,18000.0
258,19500000.0,Andheri,702.0,19.11892318725586,72.86404418945312,2.0,2.0,27777.777777777777
260,16500000.0,Kanjurmarg,1120.0,19.11913108825684,72.86412048339844,2.0,2.0,14732.142857142857
261,115000000.0,South,2500.0,18.9539068507838,72.795869392867,3.0,4.0,46000.0
262,24000000.0,Dahisar,1530.0,19.25650405883789,72.85124206542969,3.0,3.0,15686.27450980392
263,70000000.0,Dadar,2205.0,19.0175169,72.8471169,3.0,3.0,31746.031746031746
264,47500000.0,Chembur,2100.0,19.05375289916992,72.89783477783203,3.0,3.0,22619.04761904762
265,24000000.0,Goregaon,1550.0,19.17100978,72.87098943,2.0,2.0,15483.870967741936
266,95000000.0,South,2500.0,18.9652718,72.8179011,5.0,4.0,38000.0
268,35000000.0,Andheri,1800.0,19.12154982,72.85554352,3.0,3.0,19444.444444444445
269,29900000.000000004,Andheri,1080.0,19.119348526000977,72.86434173583984,2.0,2.0,27685.18518518519
270,19500000.0,Andheri,1020.0,19.11890983581543,72.86436462402344,3.0,2.0,19117.647058823528
271,17000000.0,Sion,800.0,19.03367042541504,72.8572998046875,2.0,2.0,21250.0
272,23000000.0,Andheri,1050.0,19.12842,72.81988,2.0,2.0,21904.761904761905
273,36500000.0,Mulund,2000.0,19.160486,72.945419,4.0,4.0,18250.0
274,16500000.0,Andheri,1050.0,19.115297,72.839762,2.0,2.0,15714.285714285714
275,47500000.0,Santacruz,1300.0,19.0786567,72.8378238,2.0,2.0,36538.46153846154
276,34000000.0,Ghatkopar,1370.0,19.080942153930664,72.89234161376953,3.0,3.0,24817.518248175184
277,29000000.0,Parel,1500.0,19.119234085083008,72.86463928222656,4.0,4.0,19333.33333333333
278,38000000.0,South,815.0,19.119285583496094,72.86461639404297,2.0,2.0,46625.76687116565
279,15000000.0,Bhandup,960.0,19.16434669494629,72.93975830078125,2.0,2.0,15625.0
280,52500000.0,Goregaon,2300.0,19.152852,72.840615,3.0,3.0,22826.08695652174
281,42000000.0,South,1250.0,18.9457243,72.8237605,3.0,3.0,33600.0
282,32500000.0,Jogeshwari,1715.0,19.11944580078125,72.86441040039062,2.0,2.0,18950.437317784257
283,25900000.0,Andheri,924.0,19.119190216064453,72.86400604248047,2.0,2.0,28030.303030303032
284,20500000.0,Thakur,1150.0,19.20999526977539,72.86675262451172,2.0,2.0,17826.08695652174
285,17500000.0,Kandivali,1090.0,19.196454,72.8705935145284,2.0,2.0,16055.045871559632
286,13500000.0,Goregaon,712.0,19.146211624145508,72.8534927368164,2.0,2.0,18960.67415730337
287,30000000.0,Borivali,1400.0,19.2273315,72.8637286,3.0,3.0,21428.571428571428
288,25500000.0,Ghatkopar,951.0,19.092819213867188,72.91316223144531,2.0,2.0,26813.880126182965
289,25000000.0,Nahur,1030.0,19.154186,72.946437,3.0,2.0,24271.844660194176
292,55300000.0,Powai,1803.0,19.1210474171554,72.9175910576415,3.0,3.0,30671.10371602884
294,16500000.0,Mulund,1150.0,19.119037628173828,72.86415100097656,2.0,2.0,14347.826086956522
296,33500000.0,Bandra,1605.0,19.0576599036504,72.8469696153748,2.0,3.0,20872.27414330218
298,29900000.000000004,Antop,1315.0,19.02222,72.866564,3.0,3.0,22737.642585551333
300,16000000.0,Mira,1650.0,19.3693345,72.806127,3.0,3.0,9696.969696969696
301,21000000.0,Kanjur,1150.0,19.12998,72.933221,2.0,2.0,18260.869565217392
302,42000000.0,Dadar,950.0,19.119272232055664,72.8646011352539,2.0,2.0,44210.52631578947
304,45000000.0,South,1350.0,18.963298797607425,72.84329223632812,3.0,3.0,33333.333333333336
305,26000000.0,Borivali,1250.0,19.237241,72.8413278,3.0,2.0,20800.0
306,230000000.0,Worli,2555.0,19.00897026062012,72.81551361083984,3.0,3.0,90019.56947162427
307,16399999.999999998,Mulund,885.0,19.1654181,72.9667254,2.0,2.0,18531.07344632768
308,17000000.0,Thakur,795.0,19.2142355,72.8761514,2.0,2.0,21383.64779874214
309,15000000.0,Goregaon,1017.0,19.16703502,72.88127374,2.0,2.0,14749.262536873155
310,26000000.0,Andheri,1090.0,19.11632,72.859021,2.0,2.0,23853.211009174312
311,39000000.0,Worli,1350.0,19.006180342037,72.8286779623475,2.0,2.0,28888.88888888889
312,14500000.0,Malad,850.0,19.2139835357666,72.85508728027344,2.0,2.0,17058.823529411766
313,15000000.0,Kanjurmarg,634.0,19.136642456054688,72.93113708496094,2.0,2.0,23659.30599369085
314,14500000.0,Sion,811.0,19.119184494018555,72.86463165283203,2.0,2.0,17879.161528976572
316,38500000.0,Santacruz,1112.0,19.0815087,72.8376755,2.0,2.0,34622.30215827338
318,23000000.0,Malad,1200.0,19.2056827545166,72.83207702636719,3.0,3.0,19166.666666666668
319,62500000.0,South,1600.0,19.11940193176269,72.86446380615234,4.0,5.0,39062.5
320,20000000.0,Jogeshwari,750.0,19.1489315032959,72.84001922607422,2.0,2.0,26666.666666666668
321,14500000.0,Bhandup,925.0,19.1545,72.93119,2.0,2.0,15675.675675675677
322,11000000.0,Kurla,920.0,19.0583541,72.8802798,2.0,2.0,11956.521739130434
323,26000000.0,Malad,850.0,19.183975,72.8541495773243,2.0,2.0,30588.235294117647
324,20000000.0,Jogeshwari,900.0,19.119434356689453,72.86378479003906,2.0,2.0,22222.222222222223
325,29500000.0,Sion,1200.0,19.119312286376957,72.8646469116211,3.0,2.0,24583.33333333333
