,price,Address,area,Bedrooms,Bathrooms
1285,38300000.0,Goregaon,1600.0,3.0,3.0
1286,21000000.0,Goregaon,1050.0,2.0,2.0
1287,13700000.000000002,Goregaon,960.0,2.0,2.0
1288,21000000.0,Goregaon,1100.0,3.0,3.0
1289,35000000.0,Goregaon,1650.0,3.0,3.0
1290,22000000.0,Goregaon,1250.0,2.0,2.0
1291,22000000.0,Goregaon,1250.0,2.0,2.0
1293,24000000.0,Goregaon,1550.0,2.0,2.0
1294,52500000.0,Goregaon,2300.0,3.0,3.0
1295,13500000.0,Goregaon,712.0,2.0,2.0
1296,15000000.0,Goregaon,1017.0,2.0,2.0
1297,42500000.0,Goregaon,2052.0,4.0,3.0
1298,22600000.0,Goregaon,1250.0,2.0,2.0
1300,31000000.0,Goregaon,1440.0,3.0,3.0
1301,69000000.0,Goregaon,3195.0,5.0,5.0
1302,22500000.0,Goregaon,1566.0,2.0,2.0
1303,14500000.0,Goregaon,920.0,2.0,2.0
1305,16500000.0,Goregaon,635.0,2.0,2.0
1306,17500000.0,Goregaon,1250.0,2.0,2.0
1307,35000000.0,Goregaon,1417.0,3.0,3.0
1309,22000000.0,Goregaon,1088.0,2.0,2.0
1311,16500000.0,Goregaon,753.0,3.0,2.0
1312,24000000.0,Goregaon,1150.0,2.0,2.0
1313,47500000.0,Goregaon,1881.0,3.0,5.0
1314,19000000.0,Goregaon,1000.0,2.0,2.0
1315,27500000.0,Goregaon,1105.0,2.0,2.0
1316,20000000.0,Goregaon,1260.0,2.0,2.0
1317,44000000.0,Goregaon,1820.0,3.0,3.0
1318,24000000.0,Goregaon,1404.0,2.0,2.0
1319,32500000.0,Goregaon,1650.0,3.0,3.0
1320,17500000.0,Goregaon,1000.0,2.0,2.0
1321,14500000.0,Goregaon,925.0,2.0,2.0
1323,18500000.0,Goregaon,763.0,2.0,2.0
1324,20500000.0,Goregaon,1010.0,2.0,2.0
1325,32500000.0,Goregaon,1675.0,3.0,3.0
1326,41000000.0,Goregaon,1700.0,4.0,3.0
1327,17000000.0,Goregaon,1031.0,2.0,2.0
1328,16000000.0,Goregaon,800.0,2.0,2.0
1329,18800000.0,Goregaon,980.0,2.0,2.0
1330,52500000.0,Goregaon,2050.0,3.0,3.0
1331,19700000.0,Goregaon,959.0,2.0,2.0
1332,19000000.0,Goregaon,1015.0,2.0,2.0
1334,14500000.0,Goregaon,800.0,2.0,2.0
1335,28000000.0,Goregaon,1118.0,2.0,2.0
1336,42500000.0,Goregaon,2000.0,3.0,3.0
1337,16000000.0,Goregaon,925.0,2.0,2.0
1338,17000000.0,Goregaon,950.0,2.0,2.0
1339,15100000.0,Goregaon,950.0,2.0,2.0
1340,13100000.0,Goregaon,950.0,2.0,2.0
1341,14200000.0,Goregaon,1060.0,2.0,2.0
1343,52500000.0,Goregaon,2200.0,4.0,5.0
1344,48000000.0,Goregaon,2230.0,3.0,3.0
1345,18000000.0,Goregaon,850.0,2.0,2.0
1346,16500000.0,Goregaon,974.0,2.0,2.0
1347,19500000.0,Goregaon,950.0,2.0,2.0
1348,33000000.0,Goregaon,1600.0,3.0,2.0
1349,17000000.0,Goregaon,950.0,2.0,2.0
1350,15000000.0,Goregaon,700.0,2.0,2.0
1351,23000000.0,Goregaon,875.0,2.0,2.0
1352,16000000.0,Goregaon,810.0,2.0,2.0
1353,18500000.0,Goregaon,1183.0,2.0,2.0
1355,13000000.0,Goregaon,620.0,2.0,2.0
1357,12500000.0,Goregaon,700.0,2.0,2.0
1358,21600000.0,Goregaon,1160.0,2.0,2.0
1359,28000000.0,Goregaon,1200.0,3.0,3.0
1361,18000000.0,Goregaon,731.0,3.0,2.0
1362,21000000.0,Goregaon,1295.0,2.0,2.0
1363,16000000.0,Goregaon,630.0,2.0,2.0
1364,29000000.0,Goregaon,1400.0,3.0,3.0
1365,32500000.0,Goregaon,1570.0,2.0,2.0
1366,17000000.0,Goregaon,1000.0,2.0,2.0
1367,11500000.0,Goregaon,800.0,2.0,2.0
1368,17000000.0,Goregaon,773.0,2.0,2.0
1369,14000000.0,Goregaon,1048.0,2.0,2.0
1370,26500000.0,Goregaon,1200.0,2.0,2.0
1371,16500000.0,Goregaon,1000.0,2.0,2.0
1373,16000000.0,Goregaon,1050.0,2.0,2.0
1374,24000000.0,Goregaon,1566.0,2.0,2.0
1375,13000000.0,Goregaon,950.0,2.0,2.0
1376,25500000.0,Goregaon,1215.0,2.0,2.0
1377,28500000.0,Goregaon,1215.0,2.0,2.0
1378,15000000.0,Goregaon,835.0,2.0,2.0
1379,52000000.0,Goregaon,2300.0,3.0,4.0
1381,15000000.0,Goregaon,1150.0,2.0,2.0
1382,22000000.0,Goregaon,900.0,3.0,2.0
1383,11500000.0,Goregaon,545.0,2.0,2.0
1384,14000000.0,Goregaon,800.0,2.0,2.0
1386,20000000.0,Goregaon,900.0,2.0,2.0
1387,43000000.0,Goregaon,1820.0,3.0,3.0
1388,24000000.0,Goregaon,1350.0,2.0,2.0
1389,21500000.0,Goregaon,942.0,2.0,2.0
1390,13000000.0,Goregaon,656.0,2.0,2.0
1391,9500000.0,Goregaon,700.0,2.0,2.0
1392,11500000.0,Goregaon,850.0,2.0,2.0
1394,18000000.0,Goregaon,1150.0,2.0,2.0
1395,26000000.0,Goregaon,1200.0,2.0,2.0
1396,22000000.0,Goregaon,1400.0,2.0,2.0
1397,23500000.0,Goregaon,1200.0,2.0,2.0
1398,18000000.0,Goregaon,925.0,2.0,2.0
1399,30000000.0,Goregaon,1350.0,2.0,2.0
1400,15000000.0,Goregaon,571.0,2.0,2.0
1402,20000000.0,Goregaon,1040.0,2.0,2.0
1403,16500000.0,Goregaon,800.0,2.0,2.0
1404,21000000.0,Goregaon,1050.0,2.0,2.0
1405,26000000.0,Goregaon,1000.0,2.0,2.0
1406,15000000.0,Goregaon,697.0,2.0,2.0
1408,15000000.0,Goregaon,715.0,2.0,2.0
1409,13500000.0,Goregaon,1000.0,2.0,2.0
1410,15000000.0,Goregaon,647.0,2.0,2.0
1412,30000000.0,Goregaon,1560.0,3.0,3.0
1413,15500000.0,Goregaon,1020.0,2.0,2.0
1414,23000000.0,Goregaon,908.0,2.0,2.0
1415,16800000.0,Goregaon,900.0,2.0,2.0
1417,35000000.0,Goregaon,1700.0,3.0,3.0
1419,37500000.0,Goregaon,1650.0,3.0,3.0
1420,13500000.0,Goregaon,700.0,2.0,2.0
1424,14000000.0,Goregaon,855.0,2.0,2.0
1425,32500000.0,Goregaon,1500.0,3.0,3.0
1428,38000000.0,Goregaon,1600.0,3.0,3.0
1429,35000000.0,Goregaon,1860.0,3.0,3.0
1430,15000000.0,Goregaon,880.0,2.0,2.0
1431,23000000.0,Goregaon,1550.0,2.0,2.0
1432,11000000.0,Goregaon,764.0,2.0,2.0
1433,27500000.0,Goregaon,1280.0,2.0,2.0
1434,22500000.0,Goregaon,1245.0,2.0,2.0
1435,80000000.0,Goregaon,3520.0,4.0,6.0
1436,16900000.0,Goregaon,645.0,2.0,2.0
1437,17000000.0,Goregaon,1100.0,2.0,2.0
1439,10500000.0,Goregaon,750.0,2.0,2.0
1442,33000000.0,Goregaon,1551.0,3.0,2.0
1444,12500000.0,Goregaon,860.0,2.0,2.0
1445,18000000.0,Goregaon,800.0,2.0,2.0
1447,14500000.0,Goregaon,1110.0,2.0,2.0
1448,22500000.0,Goregaon,1250.0,2.0,2.0
1449,20000000.0,Goregaon,783.0,2.0,2.0
1450,21500000.0,Goregaon,1344.0,2.0,2.0
1451,13000000.0,Goregaon,850.0,2.0,2.0
1452,35000000.0,Goregaon,1840.0,3.0,3.0
1455,13799999.999999998,Goregaon,1061.0,2.0,2.0
1456,14200000.0,Goregaon,800.0,2.0,2.0
1457,27800000.0,Goregaon,1150.0,2.0,2.0
1459,21500000.0,Goregaon,1250.0,2.0,2.0
1460,15000000.0,Goregaon,850.0,2.0,2.0
1461,21500000.0,Goregaon,1040.0,2.0,2.0
1462,19000000.0,Goregaon,800.0,2.0,2.0
1463,34900000.0,Goregaon,1700.0,3.0,3.0
1464,32500000.0,Goregaon,1492.0,3.0,3.0
1465,65000000.0,Goregaon,2795.0,4.0,5.0
1466,26000000.0,Goregaon,1200.0,3.0,3.0
1467,14000000.0,Goregaon,725.0,2.0,2.0
1469,27000000.0,Goregaon,1376.0,3.0,3.0
1470,13500000.0,Goregaon,740.0,2.0,2.0
1472,47500000.0,Goregaon,2065.0,4.0,4.0
1473,90000000.0,Goregaon,3500.0,4.0,4.0
1476,14800000.0,Goregaon,808.0,2.0,2.0
1477,25000000.0,Goregaon,1070.0,2.0,2.0
1478,14500000.0,Goregaon,825.0,2.0,2.0
1479,51000000.0,Goregaon,2200.0,4.0,3.0
1480,13500000.0,Goregaon,885.0,2.0,2.0
1482,23000000.0,Goregaon,1300.0,2.0,2.0
1483,15000000.0,Goregaon,860.0,2.0,2.0
1484,18500000.0,Goregaon,940.0,2.0,2.0
1485,14500000.0,Goregaon,785.0,2.0,2.0
1486,17000000.0,Goregaon,1080.0,2.0,2.0
1488,13000000.0,Goregaon,825.0,2.0,2.0
1489,23000000.0,Goregaon,1420.0,2.0,2.0
1490,22000000.0,Goregaon,1000.0,2.0,2.0
1491,22000000.0,Goregaon,900.0,2.0,2.0
1492,13000000.0,Goregaon,750.0,2.0,2.0
1493,19000000.0,Goregaon,1250.0,2.0,2.0
1494,18000000.0,Goregaon,866.0,2.0,2.0
1495,19500000.0,Goregaon,1210.0,2.0,2.0
1496,17500000.0,Goregaon,825.0,2.0,2.0
1498,20000000.0,Goregaon,1100.0,2.0,2.0
1499,30500000.0,Goregaon,1525.0,3.0,2.0
1500,15000000.0,Goregaon,1017.0,2.0,2.0
1501,18500000.0,Goregaon,883.0,2.0,2.0
1504,18500000.0,Goregaon,950.0,2.0,2.0
1505,16000000.0,Goregaon,850.0,2.0,2.0
1506,13899999.999999998,Goregaon,880.0,2.0,2.0
1507,16000000.0,Goregaon,900.0,2.0,2.0
1509,13500000.0,Goregaon,790.0,2.0,2.0
1510,13000000.0,Goregaon,850.0,2.0,2.0
1511,12000000.0,Goregaon,725.0,2.0,2.0
1512,12500000.0,Goregaon,845.0,2.0,2.0
1514,18500000.0,Goregaon,977.0,2.0,2.0
1515,17000000.0,Goregaon,722.0,2.0,2.0
1516,18000000.0,Govandi,1400.0,2.0,2.0
1517,18000000.0,Govandi,900.0,2.0,2.0
1518,31000000.0,Govandi,1650.0,3.0,4.0
1519,15100000.0,Govandi,1050.0,2.0,2.0
1521,15100000.0,Jogeshwari,764.0,2.0,2.0
1522,32500000.0,Jogeshwari,1715.0,2.0,2.0
1523,20000000.0,Jogeshwari,900.0,2.0,2.0
1525,43000000.0,Jogeshwari,2250.0,4.0,4.0
1526,31000000.0,Jogeshwari,1500.0,3.0,4.0
1528,20000000.0,Jogeshwari,1100.0,2.0,2.0
1529,15000000.0,Jogeshwari,750.0,2.0,2.0
1530,14500000.0,Jogeshwari,804.0,2.0,2.0
1531,16399999.999999998,Jogeshwari,1012.0,2.0,2.0
1532,22000000.0,Jogeshwari,1075.0,2.0,2.0
1533,20000000.0,Jogeshwari,900.0,2.0,2.0
1534,18000000.0,Jogeshwari,790.0,2.0,2.0
1535,20000000.0,Jogeshwari,950.0,2.0,2.0
1537,20000000.0,Jogeshwari,1000.0,2.0,2.0
1538,15500000.0,Jogeshwari,775.0,2.0,2.0
1540,16000000.0,Jogeshwari,950.0,2.0,2.0
1541,12100000.0,Jogeshwari,675.0,2.0,2.0
1543,20500000.0,Jogeshwari,900.0,2.0,2.0
1546,21000000.0,Jogeshwari,900.0,2.0,2.0
1547,9950000.0,Jogeshwari,560.0,2.0,2.0
1548,65000000.0,Juhu,1500.0,2.0,2.0
1550,180000000.0,Juhu,3500.0,4.0,5.0
1553,135000000.0,Juhu,3200.0,5.0,5.0
1555,62500000.0,Juhu,1236.0,3.0,3.0
1560,22500000.0,Juhu,750.0,2.0,2.0
1562,120000000.0,Juhu,2800.0,3.0,3.0
1563,40000000.0,Juhu,900.0,2.0,2.0
1564,45000000.0,Juhu,865.0,2.0,2.0
1565,32500000.0,Juhu,840.0,2.0,2.0
1566,24500000.0,Juhu,640.0,2.0,2.0
1568,31500000.0,Juhu,900.0,2.0,2.0
1569,45000000.0,Juhu,1130.0,2.0,2.0
1571,26500000.0,Juhu,900.0,2.0,2.0
1573,57500000.0,Juhu,1025.0,3.0,3.0
1575,45100000.0,Juhu,1050.0,3.0,3.0
1576,120000000.0,Juhu,2600.0,4.0,5.0
1579,60700000.0,Juhu,1450.0,3.0,3.0
1580,41000000.0,Juhu,900.0,2.0,2.0
1581,135000000.0,Juhu,4000.0,6.0,6.0
1582,28000000.0,Juhu,805.0,2.0,2.0
1583,135000000.0,Juhu,4000.0,5.0,6.0
1584,40000000.0,Juhu,1200.0,2.0,2.0
1586,40000000.0,Juhu,762.0,2.0,2.0
1587,31000000.0,Juhu,995.0,2.0,2.0
1588,100000000.0,Juhu,1750.0,3.0,3.0
1589,35000000.0,Juhu,1000.0,2.0,2.0
1590,42500000.0,Juhu,850.0,2.0,2.0
1591,35000000.0,Juhu,700.0,2.0,2.0
1592,55000000.0,Juhu,1100.0,3.0,3.0
1593,30000000.0,Juhu,700.0,2.0,2.0
1595,29600000.0,Kandivali,1600.0,3.0,2.0
1596,12000000.0,Kandivali,860.0,2.0,2.0
1597,17500000.0,Kandivali,900.0,2.0,2.0
1599,13799999.999999998,Kandivali,850.0,2.0,2.0
1600,16900000.0,Kandivali,880.0,2.0,3.0
1601,27500000.0,Kandivali,1220.0,2.0,2.0
1602,20200000.0,Kandivali,1050.0,3.0,2.0
1603,12800000.0,Kandivali,890.0,2.0,2.0
1604,22500000.0,Kandivali,1250.0,3.0,3.0
1605,17500000.0,Kandivali,1090.0,2.0,2.0
1606,24000000.0,Kandivali,1200.0,3.0,4.0
1607,21000000.0,Kandivali,1050.0,3.0,2.0
1608,44500000.0,Kandivali,2280.0,3.0,3.0
1609,14500000.0,Kandivali,800.0,2.0,2.0
1610,26400000.0,Kandivali,1330.0,3.0,3.0
1611,21500000.0,Kandivali,1125.0,2.0,2.0
1612,14200000.0,Kandivali,990.0,2.0,2.0
1614,9500000.0,Kandivali,600.0,2.0,2.0
1615,18500000.0,Kandivali,1005.0,2.0,2.0
1616,25000000.0,Kandivali,1209.0,2.0,2.0
1617,14500000.0,Kandivali,840.0,2.0,2.0
1618,13000000.0,Kandivali,915.0,2.0,2.0
1619,15000000.0,Kandivali,1080.0,2.0,2.0
1620,11100000.000000002,Kandivali,557.0,2.0,2.0
1621,13600000.000000002,Kandivali,874.0,2.0,2.0
1622,11700000.0,Kandivali,900.0,2.0,2.0
1623,18500000.0,Kandivali,1230.0,2.0,2.0
1624,18500000.0,Kandivali,1330.0,2.0,2.0
1625,17000000.0,Kandivali,850.0,2.0,2.0
1626,17400000.0,Kandivali,1100.0,2.0,2.0
1627,17300000.0,Kandivali,795.0,2.0,2.0
1628,21000000.0,Kandivali,1030.0,2.0,2.0
1629,14800000.0,Kandivali,1110.0,2.0,2.0
1630,19600000.0,Kandivali,1290.0,2.0,2.0
1632,10000000.0,Kandivali,640.0,2.0,2.0
1633,16200000.000000002,Kandivali,975.0,2.0,2.0
1634,14500000.0,Kandivali,880.0,2.0,2.0
1635,16500000.0,Kandivali,890.0,2.0,2.0
1636,19000000.0,Kandivali,1079.0,2.0,2.0
1637,19000000.0,Kandivali,870.0,2.0,2.0
1638,13500000.0,Kandivali,750.0,2.0,2.0
1639,28000000.0,Kandivali,1346.0,3.0,3.0
1642,22500000.0,Kandivali,1330.0,2.0,2.0
1643,18500000.0,Kandivali,1050.0,2.0,2.0
1644,25000000.0,Kandivali,1250.0,3.0,3.0
1645,18000000.0,Kandivali,850.0,2.0,2.0
1646,13000000.0,Kandivali,700.0,2.0,2.0
1647,14500000.0,Kandivali,640.0,2.0,2.0
1648,15100000.0,Kandivali,1000.0,2.0,2.0
1649,13000000.0,Kandivali,940.0,2.0,2.0
1650,9500000.0,Kandivali,520.0,2.0,2.0
1651,14000000.0,Kandivali,950.0,2.0,2.0
1652,14000000.0,Kandivali,915.0,2.0,2.0
1653,14000000.0,Kandivali,1040.0,2.0,2.0
1654,15500000.0,Kandivali,1075.0,2.0,2.0
1655,17000000.0,Kandivali,940.0,2.0,2.0
1656,18500000.0,Kandivali,985.0,2.0,2.0
1658,17000000.0,Kandivali,835.0,2.0,2.0
1659,15100000.0,Kandivali,970.0,2.0,2.0
1660,15000000.0,Kandivali,925.0,2.0,2.0
1661,24500000.0,Kandivali,1210.0,3.0,2.0
1662,14000000.0,Kandivali,830.0,2.0,2.0
1663,16000000.0,Kandivali,1000.0,2.0,2.0
1664,19200000.0,Kandivali,1050.0,3.0,2.0
1666,13500000.0,Kandivali,860.0,2.0,2.0
1667,13000000.0,Kandivali,733.0,2.0,2.0
1668,25000000.0,Kandivali,1100.0,3.0,2.0
1669,18900000.0,Kandivali,1000.0,2.0,2.0
1670,9000000.0,Kandivali,564.0,2.0,2.0
1671,21500000.0,Kandivali,1100.0,2.0,2.0
1672,18500000.0,Kandivali,895.0,2.0,2.0
1673,14000000.0,Kandivali,900.0,2.0,2.0
1674,18700000.0,Kandivali,875.0,2.0,2.0
1675,23000000.0,Kandivali,1050.0,2.0,3.0
1676,12500000.0,Kandivali,930.0,2.0,2.0
1678,42000000.0,Kandivali,2325.0,3.0,3.0
1679,19500000.0,Kandivali,850.0,2.0,2.0
1682,25000000.0,Kandivali,1300.0,3.0,3.0
1683,27500000.0,Kandivali,1200.0,3.0,3.0
1685,14900000.0,Kandivali,900.0,2.0,2.0
1686,13500000.0,Kandivali,850.0,2.0,2.0
1687,24000000.0,Kandivali,1100.0,3.0,3.0
1688,17500000.0,Kandivali,900.0,2.0,2.0
1690,20000000.0,Kandivali,1250.0,2.0,2.0
1691,19000000.0,Kandivali,950.0,2.0,2.0
1692,17000000.0,Kandivali,1000.0,2.0,2.0
1693,22500000.0,Kandivali,1070.0,2.0,2.0
1694,19000000.0,Kandivali,850.0,2.0,2.0
1695,12000000.0,Kandivali,800.0,2.0,2.0
1696,16000000.0,Kandivali,1000.0,2.0,2.0
1697,22000000.0,Kandivali,1242.0,2.0,2.0
1698,15000000.0,Kandivali,955.0,2.0,2.0
1699,10000000.0,Kandivali,568.0,2.0,2.0
1700,11500000.0,Kandivali,600.0,2.0,2.0
1701,14500000.0,Kandivali,800.0,2.0,2.0
1702,18000000.0,Kandivali,820.0,3.0,2.0
1703,35000000.0,Kandivali,1765.0,3.0,3.0
1704,23000000.0,Kandivali,1100.0,3.0,3.0
1705,12000000.0,Kandivali,700.0,2.0,2.0
1706,14000000.0,Kandivali,720.0,2.0,2.0
1708,15500000.0,Kandivali,920.0,2.0,2.0
1709,16000000.0,Kandivali,1050.0,2.0,2.0
1710,15000000.0,Kandivali,950.0,2.0,2.0
1711,14500000.0,Kandivali,732.0,2.0,2.0
1712,18000000.0,Kandivali,830.0,2.0,2.0
1713,13500000.0,Kandivali,700.0,2.0,2.0
1716,17500000.0,Kandivali,855.0,2.0,2.0
1717,10000000.0,Kandivali,600.0,2.0,2.0
1718,13000000.0,Kandivali,795.0,2.0,2.0
1721,17500000.0,Kandivali,1100.0,2.0,2.0
1722,16000000.0,Kandivali,740.0,2.0,2.0
1723,25200000.0,Kandivali,1200.0,3.0,3.0
1724,13000000.0,Kandivali,900.0,2.0,2.0
1725,12500000.0,Kandivali,650.0,2.0,2.0
1726,15000000.0,Kandivali,980.0,2.0,2.0
1727,21000000.0,Kandivali,1000.0,2.0,2.0
1729,19500000.0,Kandivali,875.0,2.0,2.0
1730,15000000.0,Kandivali,980.0,2.0,2.0
1731,17500000.0,Kandivali,900.0,2.0,2.0
1732,16200000.000000002,Kandivali,860.0,2.0,2.0
1733,16000000.0,Kandivali,1000.0,2.0,2.0
1734,15000000.0,Kandivali,850.0,2.0,2.0
1735,12000000.0,Kandivali,810.0,2.0,2.0
1736,22800000.0,Kandivali,1050.0,3.0,3.0
1737,18500000.0,Kandivali,1100.0,2.0,2.0
1738,15000000.0,Kandivali,710.0,2.0,2.0
1739,12500000.0,Kandivali,853.0,2.0,2.0
1740,16000000.0,Kandivali,1000.0,2.0,2.0
1742,27500000.0,Kandivali,1495.0,3.0,2.0
1743,12500000.0,Kandivali,860.0,2.0,2.0
1744,15500000.0,Kandivali,920.0,2.0,2.0
1745,18000000.0,Kandivali,1120.0,2.0,2.0
1746,18000000.0,Kandivali,865.0,2.0,2.0
1747,17500000.0,Kandivali,1010.0,2.0,2.0
1748,19000000.0,Kandivali,1060.0,3.0,3.0
1749,31000000.0,Kandivali,1611.0,3.0,3.0
1750,14700000.0,Kandivali,900.0,2.0,2.0
1752,13500000.0,Kandivali,1025.0,2.0,2.0
1754,12500000.0,Kandivali,550.0,2.0,2.0
1755,21000000.0,Kandivali,1100.0,2.0,2.0
1756,50000000.0,Kandivali,2360.0,4.0,4.0
1757,12500000.0,Kandivali,700.0,2.0,2.0
1758,16000000.0,Kandivali,962.0,2.0,2.0
1759,17500000.0,Kandivali,1120.0,2.0,2.0
1760,12000000.0,Kandivali,610.0,2.0,2.0
1761,12500000.0,Kandivali,800.0,2.0,2.0
1762,17500000.0,Kandivali,870.0,2.0,2.0
1763,17100000.0,Kandivali,1120.0,2.0,2.0
1764,30000000.0,Kandivali,1325.0,3.0,3.0
1765,11000000.0,Kandivali,800.0,2.0,2.0
1766,16500000.0,Kandivali,1100.0,2.0,2.0
1767,14000000.0,Kandivali,1015.0,2.0,2.0
1768,18500000.0,Kandivali,1150.0,2.0,2.0
1769,18600000.0,Kandivali,985.0,3.0,3.0
1771,12000000.0,Kandivali,850.0,2.0,2.0
1772,12100000.0,Kandivali,630.0,2.0,2.0
1773,10200000.0,Kandivali,700.0,2.0,2.0
1774,17000000.0,Kandivali,885.0,2.0,2.0
1775,15500000.0,Kandivali,750.0,3.0,3.0
1777,15500000.0,Kandivali,860.0,2.0,2.0
1778,17000000.0,Kandivali,860.0,2.0,2.0
1779,18000000.0,Kandivali,820.0,3.0,2.0
1780,17500000.0,Kandivali,870.0,2.0,2.0
1781,15500000.0,Kandivali,830.0,2.0,2.0
1782,11000000.0,Kandivali,810.0,2.0,2.0
1783,17000000.0,Kandivali,750.0,2.0,2.0
1785,14000000.0,Kandivali,945.0,2.0,2.0
1786,13500000.0,Kandivali,950.0,2.0,2.0
1787,15500000.0,Kandivali,850.0,2.0,2.0
1788,18500000.0,Kandivali,1000.0,3.0,3.0
1789,16000000.0,Kandivali,940.0,2.0,2.0
1791,18500000.0,Kandivali,875.0,2.0,2.0
1792,18000000.0,Kandivali,900.0,2.0,3.0
1793,14000000.0,Kandivali,915.0,2.0,2.0
1794,16000000.0,Kandivali,855.0,2.0,2.0
1795,12500000.0,Kandivali,800.0,2.0,2.0
1796,14500000.0,Kandivali,825.0,2.0,2.0
1797,65000000.0,Kandivali,4350.0,5.0,5.0
1799,16000000.0,Kandivali,1000.0,2.0,2.0
1800,17000000.0,Kandivali,870.0,2.0,2.0
1801,13899999.999999998,Kandivali,690.0,2.0,2.0
1802,16299999.999999998,Kandivali,900.0,2.0,2.0
1804,15000000.0,Kandivali,910.0,2.0,2.0
1805,15000000.0,Kandivali,750.0,2.0,2.0
1807,14000000.0,Kandivali,660.0,2.0,2.0
1808,30000000.0,Kandivali,1400.0,3.0,2.0
1809,29000000.0,Kandivali,1368.0,3.0,2.0
1812,24000000.0,Kandivali,1325.0,3.0,3.0
1813,21000000.0,Kandivali,1030.0,2.0,2.0
1814,15100000.0,Kandivali,1050.0,2.0,2.0
1816,14500000.0,Kandivali,1000.0,2.0,2.0
1817,26000000.0,Kandivali,1265.0,4.0,3.0
1818,40000000.0,Kandivali,2000.0,4.0,4.0
1819,13000000.0,Kandivali,680.0,2.0,2.0
1822,25000000.0,Kandivali,1132.0,3.0,3.0
1823,24000000.0,Kandivali,1250.0,3.0,3.0
1824,35000000.0,Kandivali,1765.0,3.0,3.0
1825,23500000.0,Kandivali,1235.0,3.0,3.0
1826,14000000.0,Kandivali,614.0,2.0,2.0
1828,19000000.0,Kandivali,866.0,2.0,2.0
1829,22500000.0,Kanjur,1250.0,3.0,3.0
1830,21000000.0,Kanjur,1150.0,2.0,2.0
1831,20300000.0,Kanjurmarg,891.0,3.0,3.0
1832,21000000.0,Kanjurmarg,1020.0,3.0,3.0
1835,14500000.0,Kanjurmarg,900.0,2.0,2.0
1836,18500000.0,Kanjurmarg,925.0,2.0,2.0
1837,13200000.0,Kanjurmarg,700.0,2.0,2.0
1838,16500000.0,Kanjurmarg,1050.0,2.0,2.0
1839,13799999.999999998,Kanjurmarg,645.0,2.0,2.0
1841,13500000.0,Kanjurmarg,720.0,2.0,2.0
1843,17800000.0,Kanjurmarg,920.0,2.0,2.0
1844,22000000.0,Kanjurmarg,1200.0,2.0,2.0
1846,15000000.0,Kanjurmarg,900.0,2.0,2.0
1848,20000000.0,Kanjurmarg,1200.0,2.0,2.0
1850,12800000.0,Kanjurmarg,725.0,2.0,2.0
1851,13500000.0,Kanjurmarg,700.0,2.0,2.0
1852,21000000.0,Kanjurmarg,1006.0,2.0,2.0
1853,23000000.0,Kanjurmarg,1200.0,3.0,3.0
1854,15500000.0,Kanjurmarg,750.0,2.0,2.0
1856,37500000.0,Kanjurmarg,1650.0,3.0,3.0
1858,21000000.0,Kanjurmarg,1050.0,2.0,2.0
1859,14500000.0,Kanjurmarg,635.0,2.0,2.0
1860,19600000.0,Kanjurmarg,1200.0,2.0,2.0
1861,17500000.0,Kanjurmarg,1000.0,2.0,2.0
1862,13500000.0,Kanjurmarg,750.0,2.0,2.0
1864,12600000.0,Kanjurmarg,775.0,2.0,2.0
1865,16000000.0,Kanjurmarg,960.0,2.0,2.0
1867,15000000.0,Kanjurmarg,753.0,2.0,2.0
1868,21000000.0,Kanjurmarg,937.0,2.0,2.0
1869,25500000.0,Kanjurmarg,1232.0,3.0,3.0
1870,25500000.0,Kanjurmarg,1300.0,3.0,3.0
1871,25000000.0,Kanjurmarg,1359.0,2.0,2.0
1872,105000000.0,Khar,2200.0,4.0,4.0
1873,38500000.0,Khar,1150.0,2.0,2.0
1876,35000000.0,Khar,1050.0,2.0,2.0
1878,100000000.0,Khar,2000.0,5.0,2.0
1880,57000000.0,Khar,1300.0,3.0,3.0
1881,42500000.0,Khar,900.0,2.0,2.0
1882,160000000.0,Khar,3200.0,4.0,5.0
1883,55000000.0,Khar,1360.0,3.0,3.0
1885,77500000.0,Khar,1650.0,3.0,3.0
1886,31000000.0,Khar,845.0,2.0,2.0
1887,105000000.0,Khar,2265.0,4.0,4.0
1889,70000000.0,Khar,1550.0,4.0,4.0
1890,36000000.0,Khar,1100.0,2.0,2.0
1892,80000000.0,Khar,1880.0,4.0,4.0
1893,65000000.0,Khar,1500.0,3.0,3.0
1894,40000000.0,Khar,900.0,2.0,2.0
1895,55000000.0,Khar,1300.0,3.0,3.0
1897,31000000.0,Khar,900.0,2.0,2.0
1898,48000000.0,Khar,1129.0,3.0,4.0
1899,40000000.0,Khar,880.0,2.0,2.0
1900,32500000.0,Khar,850.0,2.0,2.0
1901,27500000.0,Khar,910.0,2.0,2.0
1904,42500000.0,Khar,800.0,2.0,2.0
1906,65000000.0,Khar,1550.0,4.0,3.0
1907,59900000.0,Khar,1345.0,3.0,3.0
1909,28000000.0,Khar,700.0,2.0,2.0
1912,35000000.0,Khar,1200.0,2.0,2.0
1914,45000000.0,Khar,990.0,2.0,2.0
1915,53500000.0,Khar,1128.0,3.0,4.0
1916,25000000.0,Khar,600.0,2.0,2.0
1917,15200000.0,Kurla,1084.0,2.0,2.0
1918,11000000.0,Kurla,920.0,2.0,2.0
1919,16000000.0,Kurla,900.0,2.0,2.0
