,price,Address,area,Bedrooms,Bathrooms
667,17500000.0,Borivali,1000.0,2.0,2.0
668,60000000.0,Borivali,2800.0,3.0,3.0
670,18500000.0,Borivali,950.0,2.0,2.0
671,15000000.0,Borivali,750.0,2.0,2.0
672,14500000.0,Borivali,910.0,2.0,2.0
673,21500000.0,Borivali,1200.0,2.0,2.0
674,15000000.0,Borivali,755.0,2.0,2.0
675,27000000.0,Borivali,1310.0,3.0,3.0
676,27000000.0,Borivali,1200.0,3.0,3.0
678,14500000.0,Borivali,675.0,2.0,2.0
679,15000000.0,Borivali,825.0,2.0,2.0
680,14000000.0,Borivali,915.0,2.0,2.0
681,22100000.0,Borivali,920.0,2.0,2.0
682,19600000.0,Borivali,800.0,2.0,2.0
683,33000000.0,Borivali,1360.0,3.0,3.0
684,27000000.0,Borivali,1150.0,3.0,2.0
685,15000000.0,Borivali,882.0,2.0,2.0
686,25000000.0,Borivali,1075.0,2.0,2.0
687,15000000.0,Borivali,750.0,3.0,2.0
688,18000000.0,Borivali,900.0,3.0,2.0
689,34900000.0,Borivali,1665.0,3.0,3.0
690,11000000.0,Borivali,664.0,2.0,2.0
691,17000000.0,Borivali,984.0,2.0,2.0
692,14500000.0,Borivali,850.0,2.0,2.0
693,16000000.0,Borivali,1000.0,2.0,2.0
694,19000000.0,Borivali,1000.0,2.0,2.0
695,18000000.0,Borivali,800.0,2.0,2.0
696,27500000.0,Borivali,1290.0,3.0,2.0
697,25000000.0,Borivali,1305.0,2.0,2.0
699,21000000.0,Borivali,897.0,2.0,2.0
700,23500000.0,Borivali,1475.0,2.0,2.0
701,39500000.0,Borivali,1750.0,3.0,4.0
702,22000000.0,Borivali,1100.0,2.0,2.0
703,20000000.0,Borivali,1130.0,2.0,2.0
705,15500000.0,Borivali,800.0,2.0,2.0
706,25000000.0,Borivali,1080.0,3.0,3.0
707,21100000.0,Borivali,1000.0,2.0,2.0
708,15000000.0,Borivali,825.0,2.0,2.0
709,13500000.0,Borivali,855.0,2.0,2.0
710,36000000.0,Borivali,1700.0,4.0,4.0
711,58500000.0,Borivali,2820.0,4.0,4.0
712,17000000.0,Borivali,984.0,2.0,2.0
713,21000000.0,Borivali,1030.0,2.0,2.0
714,15000000.0,Borivali,650.0,2.0,2.0
715,11500000.0,Borivali,700.0,2.0,2.0
716,13000000.0,Borivali,775.0,2.0,2.0
717,18000000.0,Borivali,730.0,2.0,2.0
718,17000000.0,Borivali,840.0,2.0,2.0
719,32500000.0,Borivali,1600.0,3.0,2.0
720,17500000.0,Borivali,855.0,2.0,2.0
721,14000000.0,Borivali,760.0,2.0,2.0
722,13799999.999999998,Borivali,850.0,2.0,2.0
723,13500000.0,Borivali,770.0,2.0,2.0
724,26500000.0,Borivali,1310.0,3.0,3.0
725,21000000.0,Borivali,1030.0,2.0,2.0
726,14500000.0,Borivali,890.0,2.0,2.0
727,17000000.0,Borivali,830.0,2.0,2.0
728,18000000.0,Borivali,1050.0,2.0,2.0
729,22500000.0,Borivali,1185.0,2.0,2.0
730,15000000.0,Borivali,690.0,2.0,2.0
732,13500000.0,Borivali,860.0,2.0,2.0
733,13000000.0,Borivali,800.0,2.0,2.0
734,16500000.0,Borivali,1050.0,2.0,2.0
735,16000000.0,Borivali,738.0,2.0,2.0
736,25000000.0,Borivali,1500.0,7.0,6.0
737,20000000.0,Borivali,1000.0,2.0,2.0
738,15000000.0,Borivali,780.0,2.0,2.0
739,15500000.0,Borivali,1000.0,2.0,2.0
740,15500000.0,Borivali,797.0,2.0,3.0
741,13000000.0,Borivali,674.0,2.0,2.0
742,12100000.0,Borivali,775.0,2.0,2.0
744,27500000.0,Borivali,1200.0,3.0,4.0
745,18000000.0,Borivali,906.0,2.0,2.0
746,13500000.0,Borivali,850.0,2.0,2.0
747,24500000.0,Borivali,1210.0,3.0,3.0
749,12000000.0,Borivali,607.0,2.0,2.0
750,17500000.0,Borivali,900.0,3.0,3.0
751,18000000.0,Borivali,970.0,2.0,2.0
752,17000000.0,Borivali,990.0,2.0,2.0
753,40000000.0,Borivali,1850.0,3.0,4.0
754,13500000.0,Borivali,825.0,2.0,2.0
755,10000000.0,Borivali,600.0,2.0,2.0
756,32500000.0,Borivali,1650.0,3.0,3.0
757,16000000.0,Borivali,750.0,2.0,2.0
758,26000000.0,Borivali,1100.0,3.0,3.0
759,31600000.0,Borivali,1400.0,3.0,3.0
760,27000000.0,Borivali,1200.0,3.0,3.0
762,32000000.0,Byculla,961.0,2.0,3.0
763,88000000.0,Byculla,2600.0,4.0,4.0
764,28800000.0,Byculla,1247.0,2.0,2.0
765,35000000.0,Byculla,1065.0,2.0,2.0
766,26000000.0,Byculla,875.0,2.0,2.0
767,70000000.0,Byculla,2130.0,3.0,4.0
768,62000000.0,Byculla,1690.0,3.0,4.0
769,29900000.000000004,Byculla,900.0,2.0,2.0
770,27000000.0,Byculla,840.0,2.0,2.0
771,26000000.0,Byculla,875.0,2.0,2.0
773,30000000.0,Byculla,1100.0,2.0,4.0
774,20000000.0,Byculla,650.0,2.0,2.0
775,27000000.0,Byculla,1050.0,2.0,2.0
776,42500000.0,Byculla,1700.0,4.0,5.0
777,18000000.0,Byculla,750.0,2.0,2.0
778,17000000.0,Byculla,560.0,2.0,2.0
779,20700000.0,Byculla,900.0,2.0,2.0
780,17500000.0,Chandivali,1050.0,2.0,2.0
781,26500000.0,Chandivali,1360.0,3.0,2.0
782,25500000.0,Chandivali,1313.0,3.0,2.0
783,56000000.0,Chandivali,2700.0,6.0,4.0
784,22500000.0,Chandivali,1091.0,2.0,2.0
785,19000000.0,Chandivali,1155.0,2.0,2.0
786,27500000.0,Chandivali,1323.0,3.0,3.0
787,22000000.0,Chandivali,1050.0,2.0,2.0
788,17000000.0,Chandivali,1000.0,2.0,2.0
791,21600000.0,Chandivali,1200.0,2.0,2.0
792,21500000.0,Chandivali,1100.0,2.0,2.0
793,21000000.0,Chandivali,1100.0,2.0,2.0
794,28500000.0,Chandivali,1340.0,3.0,3.0
795,20000000.0,Chandivali,1150.0,2.0,2.0
797,15000000.0,Chandivali,750.0,2.0,2.0
798,26500000.0,Chandivali,1360.0,2.0,2.0
799,18000000.0,Chandivali,900.0,2.0,2.0
800,15800000.0,Chandivali,810.0,2.0,2.0
802,16000000.0,Chandivali,850.0,2.0,2.0
806,28500000.0,Chandivali,1440.0,4.0,3.0
807,21500000.0,Chandivali,1100.0,2.0,2.0
808,17000000.0,Chandivali,900.0,2.0,2.0
809,16500000.0,Chandivali,845.0,2.0,2.0
810,61500000.0,Chandivali,3120.0,4.0,5.0
811,17000000.0,Chandivali,850.0,2.0,2.0
812,20700000.0,Chandivali,1200.0,2.0,2.0
813,16000000.0,Chandivali,835.0,2.0,2.0
816,19500000.0,Chandivali,950.0,2.0,2.0
817,30000000.0,Chandivali,1462.0,2.0,2.0
818,25000000.0,Chandivali,1230.0,2.0,2.0
819,16000000.0,Chandivali,840.0,2.0,2.0
820,18500000.0,Chembur,1175.0,2.0,2.0
822,17500000.0,Chembur,1175.0,2.0,2.0
823,30000000.0,Chembur,1094.0,3.0,3.0
824,18000000.0,Chembur,950.0,2.0,2.0
825,22500000.0,Chembur,1000.0,2.0,2.0
826,26500000.0,Chembur,1100.0,2.0,2.0
827,61800000.0,Chembur,2500.0,3.0,3.0
829,49900000.0,Chembur,1850.0,4.0,4.0
830,19000000.0,Chembur,700.0,2.0,2.0
831,20000000.0,Chembur,862.0,2.0,2.0
832,47500000.0,Chembur,2100.0,3.0,3.0
833,26000000.0,Chembur,979.0,2.0,2.0
835,21000000.0,Chembur,1050.0,2.0,2.0
836,19000000.0,Chembur,1000.0,2.0,2.0
838,16500000.0,Chembur,1010.0,2.0,2.0
839,17500000.0,Chembur,980.0,2.0,2.0
840,18000000.0,Chembur,900.0,2.0,2.0
841,50000000.0,Chembur,1820.0,2.0,3.0
842,15000000.0,Chembur,590.0,2.0,2.0
843,17000000.0,Chembur,930.0,2.0,2.0
845,27500000.0,Chembur,1395.0,2.0,2.0
847,31000000.0,Chembur,1450.0,3.0,3.0
848,22500000.0,Chembur,761.0,2.0,2.0
849,17100000.0,Chembur,1050.0,2.0,2.0
850,18000000.0,Chembur,985.0,2.0,2.0
851,20500000.0,Chembur,920.0,2.0,2.0
852,34500000.0,Chembur,1200.0,3.0,2.0
853,20000000.0,Chembur,830.0,2.0,2.0
854,25000000.0,Chembur,850.0,2.0,2.0
855,45000000.0,Chembur,2000.0,4.0,5.0
856,39000000.0,Chembur,1400.0,3.0,3.0
858,58500000.0,Chembur,2150.0,3.0,3.0
859,19500000.0,Chembur,1100.0,2.0,2.0
860,13500000.0,Chembur,810.0,2.0,2.0
862,19000000.0,Chembur,700.0,2.0,2.0
864,29000000.0,Chembur,1300.0,3.0,3.0
865,30000000.0,Chembur,1100.0,3.0,2.0
866,20000000.0,Chembur,1060.0,2.0,2.0
867,37000000.0,Chembur,1300.0,4.0,3.0
869,14000000.0,Chembur,750.0,2.0,2.0
870,50000000.0,Chembur,1900.0,3.0,3.0
871,15000000.0,Chembur,702.0,2.0,2.0
872,20000000.0,Chembur,800.0,2.0,2.0
874,30000000.0,Chembur,1300.0,3.0,3.0
875,15000000.0,Chembur,850.0,2.0,2.0
876,15000000.0,Chembur,700.0,2.0,2.0
877,17500000.0,Chembur,700.0,2.0,2.0
878,23000000.0,Chembur,1278.0,2.0,2.0
879,16500000.0,Chembur,660.0,2.0,2.0
880,19000000.0,Chembur,1024.0,2.0,2.0
881,16500000.0,Chembur,780.0,2.0,2.0
882,25000000.0,Chembur,1250.0,2.0,2.0
883,16500000.0,Chembur,904.0,2.0,2.0
884,22000000.0,Chembur,1100.0,2.0,2.0
885,20000000.0,Chembur,700.0,2.0,2.0
887,18000000.0,Chembur,700.0,2.0,2.0
888,20000000.0,Chembur,1051.0,2.0,2.0
890,20000000.0,Chembur,670.0,2.0,2.0
891,14000000.0,Chembur,930.0,2.0,2.0
893,30000000.0,Chembur,1200.0,3.0,3.0
895,27500000.0,Chembur,1245.0,3.0,2.0
896,10500000.0,Chembur,600.0,2.0,2.0
897,17500000.0,Chembur,1100.0,2.0,2.0
898,15200000.0,Chembur,650.0,2.0,2.0
899,21000000.0,Chembur,945.0,3.0,3.0
901,20300000.0,Chembur,925.0,2.0,2.0
903,13200000.0,Chembur,613.0,2.0,2.0
904,12500000.0,Chembur,750.0,2.0,2.0
905,12600000.0,Chembur,860.0,2.0,2.0
906,16000000.0,Chembur,685.0,2.0,2.0
907,17800000.0,Chembur,740.0,2.0,2.0
908,19900000.0,Chembur,690.0,2.0,2.0
909,30000000.0,Chembur,1075.0,3.0,3.0
910,14500000.0,Chembur,850.0,2.0,2.0
911,21500000.0,Chembur,1276.0,2.0,2.0
912,13500000.0,Chembur,550.0,2.0,2.0
913,23000000.0,Chembur,1100.0,2.0,2.0
914,18000000.0,Chembur,640.0,2.0,2.0
915,18000000.0,Chembur,850.0,2.0,2.0
916,12500000.0,Chembur,510.0,2.0,2.0
917,15000000.0,Chembur,900.0,2.0,2.0
918,13500000.0,Chembur,841.0,2.0,2.0
919,17000000.0,Chembur,695.0,2.0,2.0
920,20000000.0,Chembur,1200.0,2.0,2.0
921,15000000.0,Chembur,600.0,2.0,2.0
923,21000000.0,Chembur,850.0,2.0,2.0
925,13500000.0,Chembur,610.0,2.0,2.0
926,19000000.0,Chembur,1035.0,2.0,2.0
927,19000000.0,Chembur,1000.0,2.0,2.0
929,17000000.0,Chembur,900.0,2.0,2.0
930,17500000.0,Chembur,720.0,2.0,2.0
931,15000000.0,Chembur,785.0,2.0,2.0
932,13500000.0,Chembur,750.0,2.0,2.0
933,16000000.0,Chembur,700.0,2.0,2.0
934,25000000.0,Chembur,1028.0,3.0,2.0
935,22500000.0,Chembur,1111.0,2.0,2.0
936,25000000.0,Chembur,1160.0,2.0,3.0
937,16000000.0,Chembur,900.0,2.0,2.0
938,16000000.0,Chembur,745.0,2.0,2.0
939,18000000.0,Chembur,902.0,2.0,2.0
940,18500000.0,Chembur,900.0,2.0,2.0
941,14000000.0,Chembur,900.0,2.0,2.0
942,14700000.0,Chembur,850.0,2.0,2.0
943,18000000.0,Chembur,850.0,2.0,2.0
944,19500000.0,Chembur,1050.0,2.0,2.0
946,16500000.0,Chembur,700.0,2.0,2.0
947,12600000.0,Chembur,860.0,2.0,2.0
948,16000000.0,Chembur,975.0,2.0,2.0
949,20000000.0,Chembur,790.0,2.0,2.0
951,14000000.0,Chembur,850.0,2.0,2.0
954,19500000.0,Chembur,753.0,2.0,2.0
955,22000000.0,Chembur,1350.0,2.0,2.0
956,19900000.0,Chembur,1109.0,2.0,2.0
957,60000000.0,Chembur,2200.0,4.0,4.0
958,14000000.0,Chembur,720.0,2.0,2.0
959,21000000.0,Chembur,1270.0,2.0,2.0
960,19000000.0,Chembur,941.0,2.0,2.0
961,22500000.0,Chembur,1050.0,2.0,2.0
962,12000000.0,Chembur,786.0,2.0,2.0
963,36000000.0,Chembur,1500.0,2.0,2.0
964,23000000.0,Chembur,883.0,2.0,2.0
965,13500000.0,Chembur,600.0,2.0,2.0
967,16500000.0,Chembur,817.0,2.0,2.0
968,18500000.0,Chembur,870.0,2.0,2.0
969,35100000.0,Chembur,1457.0,3.0,3.0
972,30000000.0,Chembur,1350.0,3.0,3.0
975,14500000.0,Chembur,774.0,2.0,2.0
976,38000000.0,Chembur,1700.0,3.0,3.0
977,18500000.0,Chembur,662.0,2.0,2.0
979,15500000.0,Chembur,750.0,2.0,2.0
982,17000000.0,Chembur,1050.0,2.0,2.0
983,20000000.0,Chembur,1000.0,2.0,2.0
984,21000000.0,Chembur,1100.0,2.0,2.0
985,28000000.0,Chembur,1305.0,3.0,3.0
986,15500000.0,Chembur,850.0,2.0,2.0
987,18900000.0,Chembur,737.0,2.0,2.0
988,19800000.0,Chembur,761.0,2.0,2.0
990,30000000.0,Chembur,1360.0,3.0,3.0
991,16000000.0,Chembur,1054.0,2.0,2.0
992,19000000.0,Chembur,984.0,2.0,2.0
994,22000000.0,Chembur,945.0,3.0,3.0
995,15000000.0,Chembur,750.0,2.0,2.0
996,29500000.0,Chembur,1090.0,3.0,2.0
1000,50000000.0,Chembur,1700.0,4.0,3.0
1001,75000000.0,Colaba,1680.0,3.0,3.0
1002,50000000.0,Colaba,1240.0,3.0,2.0
1003,25000000.0,Colaba,850.0,2.0,2.0
1004,36000000.0,Dadar,875.0,2.0,2.0
1007,33000000.0,Dadar,925.0,2.0,2.0
1009,55000000.0,Dadar,1450.0,3.0,3.0
1011,47500000.0,Dadar,1250.0,3.0,3.0
1013,42500000.0,Dadar,1104.0,2.0,2.0
1014,50000000.0,Dadar,1200.0,3.0,3.0
1015,45000000.0,Dadar,1300.0,3.0,3.0
1016,37000000.0,Dadar,1006.0,2.0,2.0
1018,28500000.0,Dadar,771.0,2.0,2.0
1019,31000000.0,Dadar,1050.0,2.0,2.0
1020,37500000.0,Dadar,1240.0,2.0,2.0
1021,35000000.0,Dadar,900.0,3.0,3.0
1022,23500000.0,Dadar,630.0,2.0,2.0
1023,39000000.0,Dadar,927.0,2.0,3.0
1024,80000000.0,Dadar,2210.0,3.0,3.0
1026,25000000.0,Dadar,700.0,2.0,2.0
1027,35000000.0,Dadar,850.0,2.0,2.0
1029,35000000.0,Dadar,960.0,2.0,2.0
1030,25000000.0,Dadar,850.0,2.0,2.0
1031,31000000.0,Dadar,1100.0,2.0,2.0
1034,28000000.0,Dadar,930.0,2.0,2.0
1035,31000000.0,Dadar,805.0,2.0,2.0
1036,30000000.0,Dadar,880.0,2.0,2.0
1039,70000000.0,Dadar,1850.0,3.0,3.0
1041,32500000.0,Dadar,850.0,2.0,2.0
1042,30000000.0,Dadar,820.0,2.0,2.0
1043,38000000.0,Dadar,1200.0,2.0,2.0
1044,38500000.0,Dadar,1150.0,2.0,2.0
1046,33000000.0,Dadar,1100.0,2.0,2.0
1047,30000000.0,Dadar,790.0,2.0,2.0
1048,27500000.0,Dadar,1000.0,2.0,2.0
1049,13799999.999999998,Dahisar,1070.0,2.0,2.0
1051,24000000.0,Dahisar,1530.0,3.0,3.0
1053,12000000.0,Dahisar,732.0,2.0,2.0
1054,14900000.0,Dahisar,1150.0,2.0,2.0
1055,8150000.0,Dahisar,628.0,2.0,2.0
1056,13799999.999999998,Dahisar,800.0,2.0,2.0
1058,18000000.0,Dahisar,1150.0,2.0,2.0
1059,16000000.0,Dahisar,800.0,2.0,2.0
1060,16000000.0,Dahisar,816.0,2.0,2.0
1061,16000000.0,Dahisar,1100.0,2.0,2.0
1063,7540000.000000001,Dahisar,619.0,2.0,2.0
1064,14900000.0,Dahisar,960.0,2.0,2.0
1065,12000000.0,Dahisar,735.0,2.0,2.0
1066,17500000.0,Dahisar,895.0,2.0,2.0
1067,12000000.0,Dahisar,950.0,2.0,2.0
1068,25000000.0,Dahisar,1594.0,4.0,4.0
1069,16000000.0,Dahisar,850.0,2.0,2.0
1070,14500000.0,Dahisar,850.0,2.0,2.0
1071,13000000.0,Dahisar,935.0,2.0,2.0
1072,12500000.0,Dahisar,1080.0,2.0,2.0
1073,13500000.0,Dahisar,800.0,2.0,2.0
1074,18000000.0,Dahisar,1150.0,2.0,2.0
1075,11000000.0,Dahisar,700.0,2.0,2.0
1076,18500000.0,Dahisar,1150.0,2.0,2.0
1077,9000000.0,Dahisar,553.0,2.0,2.0
1078,17000000.0,Dahisar,1200.0,2.0,2.0
1079,90000000.0,Dahisar,4800.0,7.0,3.0
1080,12700000.0,Dahisar,651.0,2.0,2.0
1081,12500000.0,Dahisar,878.0,2.0,2.0
1082,12500000.0,Dahisar,870.0,2.0,2.0
1083,13799999.999999998,Dahisar,825.0,2.0,2.0
1084,9500000.0,Dahisar,670.0,2.0,2.0
1085,11000000.0,Dahisar,580.0,2.0,2.0
1086,13000000.0,Dahisar,1000.0,2.0,2.0
1087,11000000.0,Dahisar,800.0,2.0,2.0
1088,14500000.0,Dahisar,1100.0,2.0,2.0
1089,14000000.0,Dahisar,1100.0,2.0,2.0
1090,14000000.0,Dahisar,950.0,2.0,2.0
1091,12100000.0,Dahisar,950.0,2.0,2.0
1092,8720000.0,Dahisar,650.0,2.0,2.0
1093,18000000.0,Dahisar,1150.0,2.0,2.0
1095,17900000.0,Dahisar,1000.0,2.0,2.0
1096,14000000.0,Dahisar,1150.0,2.0,2.0
1097,12000000.0,Dahisar,700.0,2.0,3.0
1099,12000000.0,Dahisar,700.0,2.0,2.0
1100,9800000.0,Dahisar,550.0,2.0,2.0
1101,12300000.0,Dahisar,623.0,2.0,2.0
1102,15900000.0,Dahisar,870.0,2.0,2.0
1104,23000000.0,Dahisar,1450.0,2.0,2.0
1105,12200000.0,Dahisar,774.0,2.0,2.0
1106,25000000.0,Dahisar,1440.0,3.0,4.0
1107,12400000.0,Dahisar,1041.0,2.0,2.0
1108,17500000.0,Dahisar,900.0,2.0,2.0
1109,12500000.0,Dahisar,950.0,2.0,2.0
1110,11200000.000000002,Dahisar,650.0,2.0,2.0
1111,12000000.0,Dahisar,830.0,2.0,2.0
1112,7320000.0,Dahisar,550.0,2.0,2.0
1113,8800000.0,Dahisar,550.0,2.0,2.0
1114,12000000.0,Dahisar,810.0,2.0,2.0
1115,12000000.0,Dahisar,700.0,2.0,2.0
1116,14600000.0,Eksar,913.0,2.0,2.0
1117,14000000.0,Eksar,725.0,2.0,2.0
1118,15000000.0,Eksar,780.0,2.0,2.0
1119,14000000.0,Eksar,725.0,2.0,2.0
1120,49500000.0,Eksar,2190.0,5.0,4.0
1121,42500000.0,Eksar,2000.0,4.0,4.0
1122,14000000.0,Eksar,756.0,2.0,3.0
1124,15000000.0,Ghatkopar,676.0,2.0,2.0
1125,18500000.0,Ghatkopar,1000.0,2.0,2.0
1126,55000000.0,Ghatkopar,2275.0,5.0,4.0
1127,22000000.0,Ghatkopar,1136.0,2.0,2.0
1128,24000000.0,Ghatkopar,1143.0,2.0,2.0
1129,34000000.0,Ghatkopar,1370.0,3.0,3.0
1130,25500000.0,Ghatkopar,951.0,2.0,2.0
1132,13899999.999999998,Ghatkopar,535.0,2.0,2.0
1133,32000000.0,Ghatkopar,1296.0,3.0,2.0
1134,32000000.0,Ghatkopar,1400.0,3.0,3.0
1135,18500000.0,Ghatkopar,1100.0,2.0,2.0
1136,19000000.0,Ghatkopar,800.0,2.0,2.0
1138,18000000.0,Ghatkopar,940.0,2.0,2.0
1139,17500000.0,Ghatkopar,1000.0,2.0,2.0
1140,15500000.0,Ghatkopar,620.0,2.0,2.0
1143,13000000.0,Ghatkopar,765.0,2.0,2.0
1144,37500000.0,Ghatkopar,1600.0,3.0,3.0
1146,16500000.0,Ghatkopar,820.0,2.0,2.0
1147,17000000.0,Ghatkopar,649.0,2.0,2.0
1149,14500000.0,Ghatkopar,808.0,2.0,2.0
1150,21700000.0,Ghatkopar,1100.0,2.0,2.0
1151,24500000.0,Ghatkopar,1000.0,2.0,2.0
1152,19000000.0,Ghatkopar,1020.0,2.0,2.0
1153,17500000.0,Ghatkopar,614.0,2.0,2.0
1154,30000000.0,Ghatkopar,1165.0,3.0,3.0
1155,17500000.0,Ghatkopar,745.0,2.0,2.0
1156,26000000.0,Ghatkopar,950.0,2.0,2.0
1157,17800000.0,Ghatkopar,1015.0,2.0,2.0
1158,22000000.0,Ghatkopar,1143.0,2.0,2.0
1159,18000000.0,Ghatkopar,1000.0,2.0,2.0
1160,35500000.0,Ghatkopar,1370.0,3.0,3.0
1161,17000000.0,Ghatkopar,1058.0,2.0,2.0
1162,16000000.0,Ghatkopar,825.0,2.0,2.0
1163,27500000.0,Ghatkopar,1100.0,3.0,3.0
1165,18500000.0,Ghatkopar,900.0,2.0,2.0
1166,27500000.0,Ghatkopar,1000.0,2.0,2.0
1170,19000000.0,Ghatkopar,800.0,2.0,2.0
1172,17500000.0,Ghatkopar,850.0,2.0,2.0
1173,15000000.0,Ghatkopar,880.0,2.0,2.0
1174,24000000.0,Ghatkopar,1050.0,2.0,2.0
1175,22500000.0,Ghatkopar,825.0,2.0,2.0
1176,20000000.0,Ghatkopar,950.0,2.0,2.0
1177,20500000.0,Ghatkopar,1100.0,2.0,2.0
1178,21100000.0,Ghatkopar,800.0,2.0,2.0
1179,27000000.0,Ghatkopar,1050.0,3.0,2.0
1180,20500000.0,Ghatkopar,1000.0,2.0,2.0
1181,13000000.0,Ghatkopar,696.0,2.0,2.0
1182,20000000.0,Ghatkopar,955.0,2.0,2.0
1183,17000000.0,Ghatkopar,735.0,2.0,2.0
1184,32500000.0,Ghatkopar,1315.0,3.0,4.0
1185,17000000.0,Ghatkopar,751.0,2.0,2.0
1186,17500000.0,Ghatkopar,900.0,2.0,2.0
1187,31000000.0,Ghatkopar,1100.0,2.0,2.0
1188,23500000.0,Ghatkopar,1133.0,2.0,2.0
1189,15000000.0,Ghatkopar,900.0,2.0,2.0
1190,32500000.0,Ghatkopar,1200.0,3.0,2.0
1191,16000000.0,Ghatkopar,676.0,2.0,2.0
1192,14500000.0,Ghatkopar,700.0,2.0,2.0
1193,32500000.0,Ghatkopar,1250.0,2.0,2.0
1194,27500000.0,Ghatkopar,1260.0,2.0,2.0
1196,80000000.0,Ghatkopar,3000.0,4.0,4.0
1197,36000000.0,Ghatkopar,1675.0,3.0,3.0
1198,15000000.0,Ghatkopar,896.0,2.0,2.0
1199,18500000.0,Ghatkopar,990.0,2.0,2.0
1200,15000000.0,Ghatkopar,571.0,2.0,2.0
1201,12500000.0,Ghatkopar,750.0,2.0,2.0
1203,32000000.0,Ghatkopar,1250.0,3.0,2.0
1204,11000000.0,Ghatkopar,660.0,2.0,2.0
1205,20000000.0,Ghatkopar,1150.0,2.0,2.0
1206,20000000.0,Ghatkopar,700.0,2.0,2.0
1207,18500000.0,Ghatkopar,1050.0,2.0,2.0
1208,25000000.0,Ghatkopar,1000.0,2.0,2.0
1209,13500000.0,Ghatkopar,700.0,2.0,2.0
1210,13000000.0,Ghatkopar,650.0,2.0,2.0
1211,12000000.0,Ghatkopar,600.0,2.0,2.0
1212,18000000.0,Ghatkopar,700.0,2.0,2.0
1213,17000000.0,Ghatkopar,725.0,2.0,2.0
1214,22500000.0,Ghatkopar,1200.0,2.0,2.0
1215,30000000.0,Ghatkopar,1200.0,3.0,3.0
1216,13200000.0,Ghatkopar,726.0,2.0,2.0
1217,16000000.0,Ghatkopar,900.0,2.0,2.0
1218,15000000.0,Ghatkopar,800.0,2.0,2.0
1219,22000000.0,Ghatkopar,1000.0,3.0,3.0
1220,22500000.0,Ghatkopar,798.0,2.0,2.0
1221,17500000.0,Ghatkopar,714.0,2.0,2.0
1222,20000000.0,Ghatkopar,1000.0,2.0,2.0
1223,14000000.0,Ghatkopar,830.0,2.0,2.0
1224,20500000.0,Ghatkopar,1000.0,2.0,2.0
1226,18000000.0,Ghatkopar,750.0,2.0,2.0
1227,21000000.0,Ghatkopar,765.0,2.0,2.0
1228,12000000.0,Ghatkopar,600.0,2.0,2.0
1231,16500000.0,Ghatkopar,607.0,2.0,2.0
1233,23500000.0,Ghatkopar,1143.0,2.0,2.0
1234,14800000.0,Ghatkopar,740.0,2.0,2.0
1235,17000000.0,Ghatkopar,750.0,2.0,2.0
1237,18000000.0,Ghatkopar,1050.0,2.0,2.0
1238,18000000.0,Ghatkopar,1040.0,2.0,2.0
1239,16000000.0,Ghatkopar,900.0,2.0,2.0
1240,20100000.0,Ghatkopar,745.0,2.0,2.0
1241,17500000.0,Ghatkopar,1056.0,2.0,2.0
1242,23500000.0,Ghatkopar,1080.0,2.0,2.0
1243,12500000.0,Ghatkopar,750.0,2.0,2.0
1244,19500000.0,Ghatkopar,735.0,2.0,2.0
1245,19500000.0,Ghatkopar,740.0,2.0,2.0
1246,17400000.0,Ghatkopar,649.0,2.0,2.0
1247,24200000.0,Ghatkopar,1360.0,2.0,2.0
1248,19500000.0,Ghatkopar,1000.0,2.0,2.0
1249,13500000.0,Ghatkopar,625.0,2.0,2.0
1250,23000000.0,Ghatkopar,1183.0,2.0,2.0
1251,37000000.0,Ghatkopar,1600.0,4.0,3.0
1252,17500000.0,Ghatkopar,1046.0,2.0,2.0
1254,22500000.0,Ghatkopar,1258.0,2.0,2.0
1255,53000000.0,Ghatkopar,1910.0,4.0,4.0
1256,39700000.0,Ghatkopar,1722.0,3.0,3.0
1257,12600000.0,Ghatkopar,650.0,2.0,2.0
1258,18300000.0,Ghatkopar,850.0,2.0,2.0
1259,26000000.0,Ghatkopar,1167.0,3.0,3.0
1260,17500000.0,Ghatkopar,1059.0,2.0,2.0
1262,29500000.0,Ghatkopar,1350.0,3.0,2.0
1263,17500000.0,Ghatkopar,1015.0,2.0,2.0
1264,14000000.0,Ghatkopar,525.0,2.0,2.0
1266,22500000.0,Ghatkopar,850.0,2.0,2.0
1267,25500000.0,Ghatkopar,1167.0,3.0,3.0
1268,29500000.0,Ghatkopar,1250.0,3.0,2.0
1269,30000000.0,Ghatkopar,1300.0,3.0,2.0
1270,22500000.0,Ghatkopar,1109.0,2.0,2.0
1271,33500000.0,Ghatkopar,1395.0,3.0,3.0
1272,11500000.0,Ghatkopar,550.0,2.0,2.0
1273,120000000.0,Girgaon,3200.0,5.0,4.0
1274,47500000.0,Girgaon,1250.0,3.0,3.0
1275,35000000.0,Girgaon,1050.0,3.0,3.0
1276,20700000.0,Goregaon,1188.0,2.0,2.0
1277,22900000.0,Goregaon,968.0,3.0,3.0
1278,55000000.0,Goregaon,2430.0,4.0,4.0
1280,41500000.0,Goregaon,2205.0,3.0,3.0
1281,21200000.0,Goregaon,1400.0,2.0,2.0
1282,17000000.0,Goregaon,1100.0,2.0,2.0
1283,18400000.0,Goregaon,990.0,2.0,2.0
1284,23500000.0,Goregaon,1210.0,2.0,3.0
